ride_id,rider_id,driver_id,request_time,pickup_time,dropoff_time,pickup_city,dropoff_city,distance_km,status,fare
15038,1330,624,6/18/2024 20:02,6/18/2024 20:10,6/18/2024 20:55,Vancouver,Calgary,7.28,completed,17.51
15039,1458,1351,4/9/2022 16:29,4/9/2022 16:43,4/9/2022 17:15,Ottawa,New York,29.3,completed,79.95
15040,4063,20,12/11/2024 18:07,12/11/2024 18:13,12/11/2024 18:28,Toronto,Vancouver,9.05,completed,18.5
15041,5971,1299,4/27/2023 21:31,4/27/2023 21:35,4/27/2023 22:26,Chicago,Chicago,17.04,completed,40.49
15042,7909,1640,12/2/2022 15:08,12/2/2022 15:20,12/2/2022 15:43,Calgary,Chicago,2.44,cancelled,10.1
15043,2195,767,2/6/2023 6:03,2/6/2023 6:15,2/6/2023 6:22,Chicago,Montreal,4.11,completed,16.61
15044,9154,45,10/18/2023 2:20,10/18/2023 2:31,10/18/2023 2:42,Vancouver,San Francisco,9.39,completed,30.68
15045,6710,425,3/16/2023 9:22,3/16/2023 9:37,3/16/2023 10:10,Calgary,Los Angeles,10.56,cancelled,22.05
15046,9854,1107,9/1/2023 22:57,9/1/2023 22:58,9/1/2023 23:28,Vancouver,Ottawa,15.48,completed,43.78
15047,4150,1542,4/19/2023 14:25,4/19/2023 14:27,4/19/2023 15:10,Montreal,Montreal,29.92,completed,71.3
15048,2510,1225,11/23/2024 20:32,11/23/2024 20:35,11/23/2024 20:55,Ottawa,Toronto,10.21,cancelled,32.01
15049,2787,386,5/26/2022 17:31,5/26/2022 17:38,5/26/2022 17:56,New York,Ottawa,7.73,cancelled,23.66
15050,5913,1224,6/26/2024 10:10,6/26/2024 10:18,6/26/2024 11:00,New York,Montreal,5.87,completed,16.44
15051,8334,1526,3/7/2021 22:39,3/7/2021 22:51,3/7/2021 23:21,Toronto,Vancouver,24.77,completed,70.05
15052,9382,192,7/1/2021 18:08,7/1/2021 18:22,7/1/2021 19:03,Calgary,Boston,24.55,completed,60.25
15053,2903,622,2/3/2024 0:38,2/3/2024 0:49,2/3/2024 1:49,Calgary,Chicago,29.14,completed,81.46
15054,9056,1069,5/8/2024 8:16,5/8/2024 8:20,5/8/2024 8:29,Chicago,Calgary,7.26,complted,25.39
15055,9564,1674,9/20/2024 14:52,9/20/2024 15:01,9/20/2024 15:21,Chicago,New York,28.53,completed,72.78
15056,526,1057,6/27/2024 21:14,6/27/2024 21:29,6/27/2024 21:47,San Francisco,San Francisco,3.83,completed,8.83
15057,4198,1089,11/9/2022 19:55,11/9/2022 20:04,11/9/2022 20:48,Montreal,Calgary,28.6,completed,71.22
15058,9912,1889,10/30/2024 7:31,10/30/2024 7:34,10/30/2024 8:15,Chicago,Montreal,28.68,completed,80.3
15059,8064,247,1/7/2024 15:09,1/7/2024 15:13,1/7/2024 16:10,San Francisco,Calgary,27.89,completed,68.37
15060,5073,1597,8/4/2024 6:48,8/4/2024 6:57,8/4/2024 7:47,San Francisco,San Francisco,29.9,completed,79.83
15061,3493,541,12/3/2023 4:58,12/3/2023 5:01,12/3/2023 5:15,Boston,Calgary,25.5,completed,67.89
15062,6786,1792,1/23/2023 1:09,1/23/2023 1:10,1/23/2023 2:06,New York,Boston,11.88,completed,24.88
15063,342,517,1/22/2024 5:34,1/22/2024 5:37,1/22/2024 6:06,New York,Los Angeles,26.29,completed,73.9
15064,7696,340,5/28/2022 0:37,5/28/2022 0:39,5/28/2022 1:34,Montreal,Calgary,18.42,completed,53.48
15065,7434,1348,1/24/2022 3:45,1/24/2022 3:47,1/24/2022 4:08,Montreal,Calgary,15.77,completed,36.51
15066,5699,1023,4/26/2024 12:51,4/26/2024 13:02,4/26/2024 13:10,Montreal,Los Angeles,17.54,completed,43.26
15067,2849,64,2/8/2021 11:14,2/8/2021 11:18,2/8/2021 11:52,San Francisco,Los Angeles,18.4,completed,53.08
15068,999,1408,8/28/2023 19:52,8/28/2023 20:03,8/28/2023 21:00,Toronto,San Francisco,17.23,cancelled,45.84
15069,817,1138,5/5/2021 0:59,5/5/2021 1:05,5/5/2021 1:42,Ottawa,Boston,26.74,completed,70.22
15070,2301,1392,2/19/2021 11:52,2/19/2021 12:02,2/19/2021 12:17,Chicago,Vancouver,11.64,completed,38.1
15071,2766,624,2/1/2022 12:13,2/1/2022 12:16,2/1/2022 12:29,Boston,Chicago,7.48,completed,26.15
15072,3988,756,7/10/2024 11:17,7/10/2024 11:31,7/10/2024 12:16,Ottawa,Chicago,17.73,completed,45.81
15073,1085,1860,8/22/2022 11:23,8/22/2022 11:24,8/22/2022 11:32,Los Angeles,Boston,16.22,completed,47.87
15074,289,744,6/18/2022 18:37,6/18/2022 18:51,6/18/2022 19:38,Montreal,Boston,12.44,completed,38.62
15075,2964,387,4/1/2023 22:37,4/1/2023 22:50,4/1/2023 23:47,Los Angeles,New York,25.47,completed,63.93
15076,2195,1788,6/17/2023 20:44,6/17/2023 20:58,6/17/2023 21:03,Toronto,New York,18.25,cancelled,52.48
15077,5454,1195,11/1/2024 3:45,11/1/2024 3:59,11/1/2024 4:31,Vancouver,Calgary,17.93,complted,46.41
15078,7097,296,10/24/2024 5:24,10/24/2024 5:30,10/24/2024 6:30,Chicago,Ottawa,25.43,cancelled,72.2
15079,7271,1428,11/15/2022 9:46,11/15/2022 9:50,11/15/2022 10:11,Chicago,Chicago,29.64,completed,72.03
15080,3546,983,2/7/2023 11:14,2/7/2023 11:27,2/7/2023 11:34,Boston,Chicago,14.37,cancelled,43.47
15081,1455,975,8/22/2024 19:45,8/22/2024 19:46,8/22/2024 20:36,Vancouver,Montreal,10.74,completed,29.5
15082,7523,719,6/10/2023 10:50,6/10/2023 10:56,6/10/2023 11:32,Vancouver,New York,14.75,completed,43.8
15083,3952,1860,9/20/2021 9:33,9/20/2021 9:35,9/20/2021 10:03,Montreal,Boston,9.22,completed,19.57
15084,4092,912,1/14/2022 6:45,1/14/2022 6:56,1/14/2022 7:40,Toronto,Chicago,25.96,completed,65.73
15085,6650,1833,11/9/2022 22:12,11/9/2022 22:15,11/9/2022 22:44,Ottawa,New York,19.26,completed,57.93
15086,2754,770,4/22/2024 15:18,4/22/2024 15:22,4/22/2024 16:21,Toronto,New York,24.09,completed,57.53
15087,8222,255,10/17/2023 10:50,10/17/2023 10:56,10/17/2023 11:48,San Francisco,San Francisco,1.51,completed,0.94
15088,4589,1508,2/17/2022 17:36,2/17/2022 17:47,2/17/2022 18:14,Chicago,Boston,23.63,completed,59.15
15089,7039,1825,4/21/2022 2:13,4/21/2022 2:28,4/21/2022 2:58,Calgary,Boston,3.14,complted,17.19
15090,9683,1016,7/4/2021 2:50,7/4/2021 2:53,7/4/2021 3:20,Toronto,Montreal,4.82,completed,12.91
15091,6144,1644,10/24/2022 3:18,10/24/2022 3:24,10/24/2022 3:43,San Francisco,San Francisco,9.61,cancelled,29.85
15092,728,1194,8/24/2021 16:28,8/24/2021 16:41,8/24/2021 16:59,New York,Toronto,28.72,cancelled,78.12
15093,2699,1442,11/4/2023 10:11,11/4/2023 10:23,11/4/2023 10:59,New York,Calgary,21.21,cancelled,58.29
15094,3534,75,8/2/2024 4:26,8/2/2024 4:40,8/2/2024 5:38,New York,Vancouver,6.47,completed,18.9
15095,2431,606,4/21/2022 7:15,4/21/2022 7:28,4/21/2022 8:15,Vancouver,Montreal,29.47,completed,69.25
15096,7628,45,1/23/2024 19:36,1/23/2024 19:41,1/23/2024 20:06,Calgary,Montreal,8.66,cancelled,31.09
15097,2909,528,9/8/2023 18:14,9/8/2023 18:19,9/8/2023 19:18,Montreal,New York,22.13,completed,50.68
15098,466,1206,8/11/2024 23:20,8/11/2024 23:33,8/12/2024 0:33,Boston,New York,14.91,complted,45.31
15099,2746,179,12/8/2024 2:43,12/8/2024 2:47,12/8/2024 3:05,San Francisco,Vancouver,28.06,completed,-78.04
15100,4634,1831,1/14/2023 1:01,1/14/2023 1:06,1/14/2023 1:46,Boston,San Francisco,10.27,completed,34.45
15101,8340,1137,1/5/2023 5:40,1/5/2023 5:45,1/5/2023 6:36,Vancouver,San Francisco,7.33,completed,23.21
15102,4358,1683,6/14/2023 11:29,6/14/2023 11:32,6/14/2023 12:04,Vancouver,Toronto,5.59,completed,13.91
15103,3977,368,8/29/2023 1:14,8/29/2023 1:15,8/29/2023 1:53,Ottawa,Calgary,22.95,completed,58.48
15104,1949,1720,8/14/2024 22:54,8/14/2024 23:00,8/14/2024 23:35,Toronto,Calgary,20.29,completed,47.52
15105,5028,346,4/19/2022 17:40,4/19/2022 17:42,4/19/2022 17:51,New York,Los Angeles,12.32,completed,35.54
15106,8894,1098,10/4/2021 0:56,10/4/2021 1:10,10/4/2021 1:47,Calgary,Vancouver,29.12,completed,81.34
15107,9214,37,7/5/2024 14:39,7/5/2024 14:46,7/5/2024 15:33,Los Angeles,Montreal,13.56,completed,41.67
15108,7991,1703,9/26/2022 7:18,9/26/2022 7:27,9/26/2022 7:50,New York,Ottawa,17.63,completed,41.18
15109,242,150,11/19/2023 21:02,11/19/2023 21:14,11/19/2023 21:30,Montreal,Montreal,23.89,completed,63.26
15110,1810,1501,2/24/2023 22:18,2/24/2023 22:22,2/24/2023 22:43,San Francisco,New York,13.41,completed,40.33
15111,3303,332,7/6/2022 3:39,7/6/2022 3:41,7/6/2022 4:04,Los Angeles,New York,22.21,completed,56.12
15112,9838,63,11/11/2023 2:25,11/11/2023 2:31,11/11/2023 2:54,Chicago,San Francisco,7.57,completed,26.18
15113,233,938,4/5/2021 0:20,4/5/2021 0:22,4/5/2021 0:43,Toronto,Chicago,17.69,cancelled,39.46
15114,8291,54,3/5/2024 4:28,3/5/2024 4:38,3/5/2024 5:37,Vancouver,Chicago,29.95,completed,82.37
15115,566,1245,3/25/2021 18:46,3/25/2021 18:59,3/25/2021 19:28,Chicago,New York,10.71,completed,33.73
15116,2575,977,11/25/2021 1:47,11/25/2021 1:48,11/25/2021 2:20,Boston,San Francisco,23.06,completed,57.52
15117,3995,874,4/2/2024 20:24,4/2/2024 20:27,4/2/2024 21:08,Ottawa,New York,20.22,cancelled,52.13
15118,9580,605,4/21/2023 19:46,4/21/2023 19:48,4/21/2023 19:59,Toronto,Chicago,11.24,cancelled,33.35
15119,7882,1738,10/18/2022 18:16,10/18/2022 18:21,10/18/2022 18:26,Vancouver,Chicago,12.26,completed,36.47
15120,5538,223,5/30/2022 20:15,5/30/2022 20:24,5/30/2022 20:52,Boston,Boston,11.23,completed,32.26
15121,5201,588,5/19/2024 1:08,5/19/2024 1:10,5/19/2024 1:51,San Francisco,San Francisco,10.37,completed,28.11
15122,8993,1541,11/12/2024 2:35,11/12/2024 2:44,11/12/2024 3:40,Toronto,Boston,21.81,completed,50.74
15123,1684,18,3/11/2021 22:43,3/11/2021 22:57,3/11/2021 23:35,Boston,New York,13.31,completed,38.73
15124,6877,1109,7/20/2023 7:27,7/20/2023 7:38,7/20/2023 8:19,New York,Boston,28.82,completed,71.18
15125,7533,58,12/4/2021 9:04,12/4/2021 9:17,12/4/2021 10:05,Montreal,Toronto,6.27,completed,14
15126,2321,472,6/10/2022 6:08,6/10/2022 6:18,6/10/2022 6:38,Montreal,Montreal,10.1,completed,33.69
15127,3394,1169,11/24/2024 9:29,11/24/2024 9:39,11/24/2024 10:26,Calgary,Vancouver,26.67,completed,62.6
15128,155,1304,12/25/2024 19:37,12/25/2024 19:46,12/25/2024 19:52,Chicago,New York,24.32,completed,57.4
15129,5384,1994,10/11/2023 0:23,10/11/2023 0:26,10/11/2023 0:54,San Francisco,Los Angeles,10.43,completed,26.38
15130,8650,601,12/16/2022 1:43,12/16/2022 1:53,12/16/2022 2:36,Toronto,Vancouver,5.79,completed,22.37
15131,8463,1445,2/11/2021 15:02,2/11/2021 15:05,2/11/2021 15:59,Vancouver,Chicago,11.53,completed,31.13
15132,9543,1076,8/20/2024 16:03,8/20/2024 16:15,8/20/2024 16:49,Los Angeles,Montreal,2.07,completed,3.9
15133,2504,1853,6/12/2022 6:51,6/12/2022 6:58,6/12/2022 7:33,Boston,San Francisco,18.35,completed,53.01
15134,4443,319,8/30/2024 13:00,8/30/2024 13:07,8/30/2024 13:42,Vancouver,San Francisco,7.67,completed,28.6
15135,7186,211,9/17/2024 3:55,9/17/2024 4:08,9/17/2024 4:17,New York,Los Angeles,22.09,cancelled,64.14
15136,3925,39,2/1/2024 6:06,2/1/2024 6:19,2/1/2024 6:56,Los Angeles,Calgary,18.71,completed,53.13
15137,3650,94,5/4/2022 22:18,5/4/2022 22:24,5/4/2022 23:12,Calgary,Toronto,21.25,completed,58.59
15138,3157,1034,7/21/2021 12:18,7/21/2021 12:24,7/21/2021 12:47,Boston,Montreal,18.79,completed,48.21
15139,9334,984,7/27/2022 11:19,7/27/2022 11:21,7/27/2022 11:26,Vancouver,Los Angeles,2.3,cancelled,13.73
15140,6493,1254,9/21/2021 4:51,9/21/2021 4:54,9/21/2021 5:23,Calgary,San Francisco,18.23,completed,41
15141,9737,1738,8/11/2021 13:56,8/11/2021 13:59,8/11/2021 14:55,Toronto,Boston,1.04,completed,3
15142,5524,975,11/5/2023 3:31,11/5/2023 3:41,11/5/2023 4:15,Ottawa,Chicago,6.46,completed,21.64
15143,2155,475,2/9/2023 8:12,2/9/2023 8:23,2/9/2023 8:36,Ottawa,Los Angeles,28.82,completed,74.03
15144,3541,1595,12/28/2024 4:23,12/28/2024 4:35,12/28/2024 4:50,Chicago,New York,29.75,cancelled,74.66
15145,6710,452,8/8/2023 12:52,8/8/2023 12:57,8/8/2023 13:19,Los Angeles,Vancouver,10.27,completed,23.01
15146,9156,325,8/26/2022 19:39,8/26/2022 19:54,8/26/2022 20:06,Calgary,Montreal,14.34,completed,42.02
15147,6624,1012,8/27/2023 18:26,8/27/2023 18:29,8/27/2023 19:05,Chicago,Los Angeles,7.87,completed,19
15148,8314,581,7/25/2023 7:09,7/25/2023 7:18,7/25/2023 7:47,New York,Toronto,18.19,completed,50.55
15149,5742,1343,3/18/2024 21:38,3/18/2024 21:52,3/18/2024 22:42,Los Angeles,Montreal,6.08,completed,13.89
15150,2031,1436,11/23/2022 18:48,11/23/2022 18:50,11/23/2022 19:13,Montreal,Vancouver,17.71,completed,47.05
15151,1974,1106,4/21/2023 1:14,4/21/2023 1:15,4/21/2023 1:40,New York,Los Angeles,3.54,completed,14.15
15152,8839,1232,7/7/2021 0:07,7/7/2021 0:12,7/7/2021 0:42,Chicago,Toronto,12.96,completed,36.64
15153,4709,1834,10/29/2024 22:15,10/29/2024 22:17,10/29/2024 22:52,Ottawa,Los Angeles,22.47,completed,55.67
15154,8590,183,9/21/2023 18:27,9/21/2023 18:29,9/21/2023 19:09,Montreal,Boston,19.57,cancelled,47.13
15155,9884,1351,9/7/2024 2:35,9/7/2024 2:36,9/7/2024 3:10,Montreal,Montreal,19.97,cancelled,51.85
15156,3249,1365,11/7/2022 5:59,11/7/2022 6:01,11/7/2022 6:55,Vancouver,Boston,10.19,completed,20.95
15157,7708,208,4/16/2022 6:39,4/16/2022 6:45,4/16/2022 7:24,Boston,Ottawa,11.44,completed,26.97
15158,8858,1895,10/29/2023 7:16,10/29/2023 7:30,10/29/2023 8:28,Vancouver,Boston,6.21,completed,24.85
15159,5320,147,2/23/2022 6:38,2/23/2022 6:44,2/23/2022 7:07,Montreal,New York,12.16,completed,36.18
15160,771,1928,12/26/2022 1:13,12/26/2022 1:26,12/26/2022 1:58,San Francisco,Ottawa,16.61,completed,46.24
15161,7744,1161,6/22/2024 16:17,6/22/2024 16:19,6/22/2024 16:57,Ottawa,San Francisco,27.26,completed,65.69
15162,8115,77,12/14/2022 22:11,12/14/2022 22:12,12/14/2022 22:36,Los Angeles,San Francisco,10.91,completed,36.16
15163,2875,252,1/1/2022 9:10,1/1/2022 9:16,1/1/2022 10:03,San Francisco,Ottawa,27.3,cancelled,66.59
15164,7793,1599,1/7/2024 5:57,1/7/2024 6:03,1/7/2024 6:44,Ottawa,Boston,22.16,completed,64.37
15165,8198,631,5/26/2023 0:01,5/26/2023 0:15,5/26/2023 0:46,Toronto,Chicago,7.22,completed,25.69
15166,5626,672,6/14/2022 23:30,6/14/2022 23:41,6/15/2022 0:24,Chicago,Chicago,21.79,cancelled,51.84
15167,4933,817,11/5/2021 12:08,11/5/2021 12:19,11/5/2021 13:12,Chicago,Calgary,26.66,completed,71.42
15168,8941,1424,9/15/2024 23:15,9/15/2024 23:30,9/15/2024 23:42,Toronto,Montreal,17.89,completed,45.96
15169,9860,1773,4/22/2023 10:58,4/22/2023 11:09,4/22/2023 11:28,Ottawa,Toronto,4.85,completed,18.35
15170,941,1034,8/27/2024 9:19,8/27/2024 9:23,8/27/2024 9:38,Boston,Chicago,5.46,completed,19.1
15171,5387,1212,5/3/2021 16:22,5/3/2021 16:34,5/3/2021 17:05,Montreal,Toronto,8.82,completed,30.39
15172,4680,785,3/26/2022 16:39,3/26/2022 16:52,3/26/2022 17:13,Boston,Ottawa,5.67,completed,15.6
15173,2275,22,8/2/2024 12:58,8/2/2024 13:12,8/2/2024 13:44,Toronto,Toronto,14.81,completed,45.71
15174,4406,1948,3/18/2024 23:43,3/18/2024 23:54,3/19/2024 0:43,Calgary,Montreal,20.1,completed,50.62
15175,8776,367,8/21/2023 13:56,8/21/2023 14:11,8/21/2023 14:59,Los Angeles,Vancouver,15.59,completed,47.87
15176,7970,982,5/31/2022 19:50,5/31/2022 19:56,5/31/2022 20:01,Vancouver,Toronto,7.48,completed,25.37
15177,252,365,8/4/2022 19:57,8/4/2022 20:03,8/4/2022 20:49,New York,Calgary,24.99,completed,65.53
15178,3729,336,11/4/2021 13:53,11/4/2021 13:58,11/4/2021 14:20,Ottawa,Vancouver,3.43,cancelled,10.87
15179,8042,1680,6/30/2022 20:23,6/30/2022 20:34,6/30/2022 21:02,Los Angeles,Montreal,5.6,completed,13.97
15180,1008,991,5/31/2024 8:46,5/31/2024 8:47,5/31/2024 9:29,Toronto,Montreal,4.32,completed,9.33
15181,674,1901,5/1/2024 17:02,5/1/2024 17:11,5/1/2024 18:07,San Francisco,Montreal,28.56,completed,74.99
15182,4856,1977,4/21/2024 9:45,4/21/2024 9:51,4/21/2024 10:21,Vancouver,Los Angeles,28.5,completed,71.62
15183,9535,1533,4/30/2022 6:40,4/30/2022 6:55,4/30/2022 7:34,Boston,New York,5.71,cancelled,21.29
15184,3305,411,7/19/2023 0:41,7/19/2023 0:55,7/19/2023 1:21,Ottawa,New York,7.41,completed,27.25
15185,5513,607,9/18/2024 3:11,9/18/2024 3:23,9/18/2024 4:14,Toronto,Toronto,16.58,completed,46.17
15186,3121,316,3/17/2022 21:16,3/17/2022 21:18,3/17/2022 21:24,Chicago,San Francisco,23.1,cancelled,64.78
15187,167,775,12/15/2021 6:43,12/15/2021 6:48,12/15/2021 7:32,Calgary,Ottawa,28.1,cancelled,65.95
15188,4102,1899,4/10/2021 3:23,4/10/2021 3:33,4/10/2021 3:40,Chicago,Los Angeles,4.41,cancelled,6.44
15189,9301,26,8/7/2021 19:04,8/7/2021 19:09,8/7/2021 19:31,Toronto,Boston,24.03,cancelled,61.31
15190,1326,863,12/29/2022 5:48,12/29/2022 5:51,12/29/2022 6:51,Montreal,Calgary,11.29,completed,23.96
15191,7815,963,8/17/2024 2:52,8/17/2024 3:06,8/17/2024 3:22,New York,Vancouver,22.62,completed,65.72
15192,9186,1625,1/21/2022 16:14,1/21/2022 16:25,1/21/2022 16:38,San Francisco,Calgary,9.61,completed,19.92
15193,6697,1657,6/26/2021 3:51,6/26/2021 3:53,6/26/2021 4:22,Toronto,Vancouver,16.55,completed,36.83
15194,8403,958,12/31/2024 6:42,12/31/2024 6:54,12/31/2024 7:04,Ottawa,Toronto,20.02,cancelled,45.21
15195,3931,1037,12/25/2022 16:57,12/25/2022 17:06,12/25/2022 17:26,Boston,Chicago,8.84,completed,30.17
15196,7788,1475,9/28/2022 23:16,9/28/2022 23:29,9/28/2022 23:47,Vancouver,Vancouver,6.53,completed,11.45
15197,6523,66,2/19/2024 14:08,2/19/2024 14:12,2/19/2024 14:42,Toronto,Vancouver,7.24,completed,18.49
15198,2174,1063,10/18/2022 2:53,10/18/2022 2:54,10/18/2022 3:53,San Francisco,Vancouver,13.76,completed,31.53
15199,3897,1867,7/20/2021 13:27,7/20/2021 13:35,7/20/2021 14:25,Los Angeles,Chicago,14.46,completed,34.74
15200,8465,318,4/14/2024 18:10,4/14/2024 18:11,4/14/2024 18:53,Los Angeles,New York,11.7,completed,36.46
15201,7629,1950,4/22/2022 4:59,4/22/2022 5:13,4/22/2022 5:55,Ottawa,New York,6.84,completed,19.21
15202,697,1162,5/17/2023 15:26,5/17/2023 15:37,5/17/2023 16:12,New York,Vancouver,14.91,completed,32.94
15203,9753,1882,4/18/2021 6:34,4/18/2021 6:49,4/18/2021 7:32,Toronto,Los Angeles,3.28,completed,9.45
15204,9073,446,7/23/2024 20:04,7/23/2024 20:09,7/23/2024 20:36,Chicago,San Francisco,13.47,completed,28.69
15205,4539,835,12/24/2022 11:00,12/24/2022 11:12,12/24/2022 11:48,Los Angeles,Chicago,28.81,completed,70.75
15206,8699,372,5/17/2024 16:51,5/17/2024 16:53,5/17/2024 17:35,Toronto,San Francisco,27.26,completed,78.02
15207,8958,1313,1/31/2021 7:44,1/31/2021 7:47,1/31/2021 7:53,Calgary,Ottawa,2.04,completed,3.7
15208,7900,1624,6/26/2021 21:47,6/26/2021 22:01,6/26/2021 22:45,Toronto,Ottawa,13.72,completed,30.87
15209,6680,102,10/30/2024 18:53,10/30/2024 19:03,10/30/2024 19:15,Chicago,Montreal,3.14,completed,6.7
15210,7172,1623,6/5/2024 9:09,6/5/2024 9:15,6/5/2024 9:35,Ottawa,Los Angeles,27.72,completed,75.76
15211,2779,1960,1/22/2023 0:45,1/22/2023 0:46,1/22/2023 1:37,Calgary,Montreal,6.52,completed,19.61
15212,8298,350,12/28/2022 9:47,12/28/2022 9:49,12/28/2022 10:40,Boston,Boston,24.84,cancelled,65.29
15213,6781,987,11/1/2022 6:41,11/1/2022 6:55,11/1/2022 7:37,Los Angeles,Toronto,9.53,completed,28.84
15214,2012,1992,6/10/2023 23:57,6/11/2023 0:11,6/11/2023 0:52,Ottawa,Montreal,9.13,cancelled,26.9
15215,8548,1992,7/9/2021 21:53,7/9/2021 22:06,7/9/2021 22:50,Toronto,Los Angeles,25.91,completed,71.35
15216,8066,1020,3/10/2023 1:58,3/10/2023 2:00,3/10/2023 2:51,San Francisco,Montreal,9.53,completed,19.12
15217,9138,1264,12/12/2022 2:41,12/12/2022 2:54,12/12/2022 3:12,Vancouver,Los Angeles,18.63,completed,52.9
15218,7509,41,7/22/2024 18:43,7/22/2024 18:44,7/22/2024 19:19,Calgary,Chicago,22.14,completed,51.2
15219,9652,1491,2/13/2023 4:43,2/13/2023 4:49,2/13/2023 5:32,Ottawa,Chicago,27.19,completed,75.02
15220,218,513,10/4/2022 8:50,10/4/2022 8:56,10/4/2022 9:48,Calgary,Calgary,14.9,cancelled,39.23
15221,9438,507,5/21/2021 10:53,5/21/2021 10:56,5/21/2021 11:54,San Francisco,Calgary,19.76,completed,55.56
15222,444,1468,8/25/2023 4:49,8/25/2023 4:57,8/25/2023 5:49,Chicago,New York,8.37,completed,18.83
15223,8612,1094,3/4/2024 14:16,3/4/2024 14:31,3/4/2024 14:40,San Francisco,Vancouver,21.94,completed,54.03
15224,8297,593,4/24/2024 21:31,4/24/2024 21:35,4/24/2024 22:32,Toronto,Chicago,24.53,cancelled,66.7
15225,4778,986,6/28/2024 5:43,6/28/2024 5:47,6/28/2024 6:27,Montreal,Calgary,27.79,completed,68.51
15226,9191,213,7/15/2021 7:30,7/15/2021 7:37,7/15/2021 8:29,Toronto,Calgary,9.53,completed,23.75
15227,57,943,5/28/2023 18:16,5/28/2023 18:17,5/28/2023 19:17,New York,Vancouver,21.21,completed,52.31
15228,4892,1062,6/26/2022 18:47,6/26/2022 18:49,6/26/2022 19:45,New York,Toronto,17.54,completed,44.32
15229,5255,220,11/6/2022 21:06,11/6/2022 21:20,11/6/2022 21:54,Montreal,Calgary,2.68,cancelled,6.46
15230,2112,1761,12/27/2024 18:28,12/27/2024 18:35,12/27/2024 19:19,New York,Boston,25.65,completed,62.55
15231,1385,156,3/24/2021 8:56,3/24/2021 8:58,3/24/2021 9:20,Toronto,Los Angeles,6.61,completed,26
15232,3703,1048,2/23/2023 5:27,2/23/2023 5:30,2/23/2023 6:11,Chicago,Montreal,6.31,completed,16.58
15233,1981,1890,9/17/2022 14:16,9/17/2022 14:31,9/17/2022 14:45,Toronto,Boston,12.42,cancelled,33.08
15234,4681,1839,3/30/2021 7:00,3/30/2021 7:05,3/30/2021 7:42,Calgary,Vancouver,2.81,cancelled,7.62
15235,6424,1219,11/3/2022 15:00,11/3/2022 15:02,11/3/2022 15:56,New York,Los Angeles,20.39,completed,46.82
15236,1087,355,1/13/2022 22:43,1/13/2022 22:58,1/13/2022 23:34,Montreal,Vancouver,1.1,completed,12.1
15237,8168,1472,2/20/2021 18:47,2/20/2021 18:53,2/20/2021 19:27,Calgary,Montreal,24.03,completed,64.3
15238,2524,9,5/23/2022 0:46,5/23/2022 0:51,5/23/2022 1:31,Boston,Vancouver,18.75,completed,48.31
15239,5057,820,11/21/2024 18:00,11/21/2024 18:10,11/21/2024 19:00,New York,Montreal,21.64,completed,61.86
15240,8146,1587,10/5/2022 14:40,10/5/2022 14:45,10/5/2022 14:53,Los Angeles,Ottawa,20.15,completed,-58.2
15241,4684,541,1/21/2021 7:22,1/21/2021 7:34,1/21/2021 8:14,Boston,Boston,1.56,cancelled,3.91
15242,6387,1198,8/19/2021 3:33,8/19/2021 3:35,8/19/2021 4:01,Chicago,Montreal,21.26,completed,52.37
15243,6570,1634,4/9/2022 16:09,4/9/2022 16:14,4/9/2022 17:01,Toronto,Montreal,11.34,completed,32.09
15244,180,398,2/10/2022 20:56,2/10/2022 21:03,2/10/2022 21:42,San Francisco,Boston,9.47,complted,29.73
15245,8572,1893,11/22/2024 15:05,11/22/2024 15:16,11/22/2024 16:15,Ottawa,Los Angeles,8.95,completed,23.91
15246,7324,1479,5/2/2021 1:53,5/2/2021 2:04,5/2/2021 2:33,New York,San Francisco,25.95,completed,62.69
15247,6018,960,8/7/2024 2:17,8/7/2024 2:32,8/7/2024 2:52,Los Angeles,Calgary,2.34,complted,6.24
15248,4340,706,2/16/2022 10:18,2/16/2022 10:27,2/16/2022 10:39,Chicago,San Francisco,7.4,completed,17.87
15249,5326,941,3/12/2021 3:51,3/12/2021 4:01,3/12/2021 4:40,Chicago,Vancouver,7.75,completed,15.5
15250,115,1079,6/2/2023 0:20,6/2/2023 0:23,6/2/2023 1:05,New York,Boston,15.76,completed,42.39
15251,8998,1099,6/15/2021 4:51,6/15/2021 4:55,6/15/2021 5:23,Los Angeles,Calgary,10.29,completed,21.95
15252,1553,42,12/2/2023 6:25,12/2/2023 6:36,12/2/2023 7:32,Boston,Ottawa,11.91,completed,31.35
15253,9410,1098,4/3/2023 9:45,4/3/2023 9:46,4/3/2023 10:36,Boston,Chicago,12.55,completed,35.81
15254,5884,1820,4/4/2022 20:08,4/4/2022 20:11,4/4/2022 20:48,Montreal,San Francisco,12.99,completed,36.2
15255,4343,524,8/30/2024 5:58,8/30/2024 6:12,8/30/2024 6:56,San Francisco,Vancouver,29.03,completed,68.61
15256,7048,1344,5/20/2021 5:14,5/20/2021 5:29,5/20/2021 5:52,Chicago,Los Angeles,8.67,completed,21.27
15257,7951,1256,10/12/2024 1:04,10/12/2024 1:08,10/12/2024 1:32,Vancouver,New York,25.21,completed,61.72
15258,5728,190,8/9/2021 9:12,8/9/2021 9:17,8/9/2021 9:26,Vancouver,Ottawa,28.56,completed,68.24
