ticker,market_date,price,open_price,high,low,volume,change,market_cap,circulating_supply,percent_change_24h,percent_change_7d
BTC,2023-10-20,49391.09,49498.05,50352.56,48915.53,735598.42,-0.22%,29487699870311.03,96669816.9,2.54,-47.98
BTC,2023-04-04,4399.13,4664.77,5252.86,4273.37,893169.54,-5.69%,4145528188859.85,922361407.56,1.25,36.44
ETH,2023-02-28,14593.1,14844.65,15753.36,14254.28,138796.47,-1.69%,3343040009779.25,496510875.22,-7.86,23.44
LTC,2022-12-15,4871.74,4014.04,4912.25,3350.2,190177.11,21.37%,4240933322632.73,18178352.21,1.51,-2.03
ETH,2023-02-21,4477.08,4170.0,4890.23,3552.05,286476.06,7.36%,2684132583910.7,221353320.82,15.77,32.39
ADA,2024-04-10,-191.44,268.39,395.55,-216.58,325558.92,-171.33%,-42263893937.89,175232646.36,-7.34,38.12
ETH,2024-03-14,31294.35,31903.18,32178.52,31195.69,495242.1,-1.91%,11055439178755.7,589043846.6,-8.69,-21.43
XRP,2022-07-26,8711.19,8842.52,8956.32,8252.52,521738.89,-1.49%,1213824992462.07,870374927.79,16.61,-35.58
LTC,2023-11-20,9501.16,9834.58,10625.88,9095.52,974490.47,-3.39%,3579954971087.03,52211632.45,13.32,-11.0
XRP,2023-12-03,6029.72,6380.74,7090.58,5839.65,44436.9,-5.5%,3720840619098.7,516731700.77,3.02,-8.41
XRP,2022-12-14,19172.62,19632.17,19719.9,19096.86,676753.73,-2.34%,14373114183787.54,168761109.61,-11.94,-25.93
ADA,2023-06-11,20590.56,20383.98,21271.51,19836.01,226308.95,1.01%,1889521496230.74,924785279.58,-16.01,-36.98
ETH,2023-12-04,28874.8,28883.64,29522.67,28452.0,644617.01,-0.03%,7589231715562.01,800649997.29,5.6,10.29
BTC,2023-05-14,17756.5,17334.18,18103.04,17128.27,974972.52,2.44%,7832391062555.03,518429314.39,-11.52,-49.3
ETH,2023-08-27,23226.57,23644.81,24249.08,22808.88,335754.0,-1.77%,16744684419968.11,664616981.92,8.58,37.73
BTC,2024-02-08,6424.6,6311.87,6808.21,5699.27,237796.52,1.79%,879912479665.21,921514426.02,-10.4,-48.22
LTC,2022-10-14,25368.9,25908.28,26541.63,25169.07,512797.4,-2.08%,8140219176126.39,724958832.77,-5.62,31.11
ETH,2022-12-11,49997.74,49735.63,50257.07,49311.78,385056.88,0.53%,1822084150079.02,441435548.46,-8.49,16.12
ADA,2022-11-28,41462.34,41521.9,42011.18,41366.55,576896.93,-0.14%,11012775350726.33,212387684.51,17.67,-36.07
ADA,2023-07-27,47087.88,46851.72,47690.75,46552.84,94430.17,0.5%,17295598676464.1,926800553.47,-15.96,-25.44
BTC,2022-06-19,43058.73,43055.33,43738.92,42465.98,267443.15,0.01%,25243511655440.91,703012864.31,11.72,-33.75
BTC,2024-04-14,40637.81,41141.26,42089.4,40361.61,501700.49,-1.22%,37936375329335.16,243948177.61,-10.94,20.7
ETH,2024-03-02,48748.23,48576.76,49424.99,47766.11,185539.27,0.35%,5191703124289.55,96364465.23,4.92,7.72
LTC,2024-01-02,21071.85,21050.4,21091.9,20975.66,456994.35,0.1%,7326485907190.62,254684956.85,-3.69,40.56
LTC,2024-03-18,11773.69,12169.15,12945.3,11576.6,873879.67,-3.25%,2517044897295.05,320358672.74,14.99,26.52
XRP,2024-01-02,26510.42,26011.66,26990.83,25300.85,659224.35,1.92%,26198928746889.54,924084920.8,-8.07,-5.48
LTC,2023-01-17,39374.47,40061.64,40323.46,39286.67,153508.41,-1.72%,1072457931401.45,966069908.6,-2.11,13.15
LTC,2023-10-24,31115.76,31138.1,31561.97,30526.81,522382.27,-0.07%,5014704049312.93,8515226.16,-15.72,-11.51
LTC,2022-12-08,23906.86,24291.37,24762.2,23775.98,502434.69,-1.58%,22724338579449.91,172815380.01,-19.38,-16.11
BTC,2024-03-23,1892.97,1657.02,1967.16,1034.99,337119.3,14.24%,1475727109864.42,128389177.39,5.64,-25.0
XRP,2023-08-15,8895.47,8770.93,9608.77,8343.24,370984.42,1.42%,947030183749.2,88709237.93,12.03,-36.9
BTC,2023-11-08,42811.61,42950.91,43337.17,42470.9,723614.34,-0.32%,18085123486449.54,675637123.5,-8.15,-32.96
LTC,2023-11-10,6946.07,6308.7,6977.49,5971.32,11506.24,10.1%,2361413807699.13,338399520.91,13.88,-25.72
ADA,2023-09-04,12709.72,13150.23,13321.44,12700.5,14687.63,-3.35%,4198025128166.02,208516796.88,1.79,0.1
LTC,2022-08-22,4800.72,5207.61,5824.12,4467.12,838302.19,-7.81%,3285269045265.24,445125227.76,-13.37,-24.22
ETH,2023-08-13,34718.96,35261.2,35832.14,34700.48,131474.28,-1.54%,10780055230944.8,630698912.87,-4.74,-24.35
XRP,2023-01-10,23074.54,23209.48,23804.06,22649.73,431207.65,-0.58%,18608070703578.64,589426307.76,18.82,10.25
LTC,2023-05-10,25829.34,25704.47,26177.37,24851.54,881781.89,0.49%,18548346712268.16,254022516.1,-9.09,-33.62
ETH,2023-09-05,16163.8,16245.86,16269.08,15771.59,705926.97,-0.51%,10925566876355.68,21993854.21,-15.92,22.92
ETH,2022-12-08,41092.51,40837.37,41788.65,40235.74,42593.13,0.62%,17034040616136.1,467528398.78,18.14,-5.91
BTC,2022-12-08,28105.65,28398.3,28466.42,27406.28,721898.56,-1.03%,19499522906583.38,941055125.9,-3.8,-22.11
BTC,2023-08-01,1397.59,1238.77,1715.95,495.07,12846.19,12.82%,862373592674.04,831950393.16,14.68,26.96
XRP,2023-08-22,35193.07,35227.49,35929.02,35163.29,352671.28,-0.1%,22654214918961.42,381585337.8,5.8,26.15
ETH,2023-03-05,24460.66,24286.83,24687.37,24286.17,295646.64,0.72%,11878786909005.15,399686344.44,12.98,41.79
XRP,2024-01-10,35827.41,36116.74,36418.72,35569.07,819710.82,-0.8%,21002912115574.43,772635616.72,-6.13,-7.55
XRP,2023-04-02,3263.53,3384.65,3611.41,3053.25,628654.7,-3.58%,511836280987.8,821965278.88,-0.12,-43.09
BTC,2022-11-17,46637.26,47164.36,47196.35,46515.38,657663.16,-1.12%,46059240782247.69,918285877.57,-2.51,-6.85
LTC,2023-06-30,22515.61,22076.66,23034.58,22038.8,896768.59,1.99%,2420529654680.98,117603974.16,12.59,-21.72
LTC,2023-03-25,20001.54,19620.24,20206.21,19353.04,77135.65,1.94%,15310560213353.27,711401057.97,-8.25,43.0
XRP,2024-02-27,15248.19,15537.01,16464.5,15159.39,50037.19,-1.86%,12117310531711.43,92344565.42,-19.72,-19.12
BTC,2022-06-22,30807.0,31274.06,31429.89,30680.1,652871.44,-1.49%,18050559991676.37,21198883.01,9.7,-36.5
BTC,2022-08-06,35073.87,35478.95,36086.48,34817.91,109111.15,-1.14%,17107028288685.87,81220962.03,-1.06,35.96
ADA,2022-11-08,27100.25,27038.83,27177.03,26666.32,516331.39,0.23%,2213174207481.7,507036928.63,-18.6,37.93
ETH,2022-08-24,36589.27,36485.99,37480.63,35589.63,330905.74,0.28%,25577689723987.7,547064708.11,16.35,-25.78
BTC,2022-10-23,30655.82,30287.03,31136.85,29320.37,942955.45,1.22%,15508783021027.35,21944536.22,-19.95,-24.22
ETH,2024-03-18,45088.02,45171.04,45357.26,44342.6,669976.64,-0.18%,12455199699786.57,261488857.31,-14.45,-45.92
LTC,2023-04-16,10145.14,10085.27,10718.07,9583.59,635967.32,0.59%,3262471958355.06,635157461.98,4.7,19.04
LTC,2023-07-02,39435.44,38495.29,39452.71,37720.6,561752.54,2.44%,1299733737800.89,332676451.94,-4.24,46.63
XRP,2023-11-20,12742.02,13581.54,14381.29,12661.76,981162.25,-6.18%,9211947101787.15,995756301.91,5.94,-49.22
LTC,2023-01-07,33396.3,32816.97,33792.92,31997.94,187427.51,1.77%,12354251504377.26,950730661.01,0.95,-38.66
XRP,2022-12-10,43716.16,43595.02,44205.23,43521.07,696840.26,0.28%,1905530201113.04,6184467.78,11.95,-34.13
ETH,2023-07-08,12310.6,11786.81,12335.44,11588.88,646510.15,4.44%,9273947637985.13,890965470.71,-1.84,4.67
XRP,2024-01-17,30592.49,30992.0,31326.75,30170.04,773669.18,-1.29%,540938234113.41,364321253.81,-0.8,40.11
XRP,2024-01-24,1440.65,837.95,1706.57,649.76,419248.41,71.93%,566049581606.11,154700260.29,-2.85,49.94
ETH,2023-02-02,2347.65,3252.11,4184.83,2343.56,911975.18,-27.81%,1758652137675.9,99646585.81,-13.83,-32.36
LTC,2023-11-05,45019.66,45150.91,45572.09,44612.43,469456.33,-0.29%,11324956821294.85,315805831.3,-9.9,-21.51
ADA,2023-10-28,1478.21,1263.35,2200.64,749.61,427659.08,17.01%,1080977768825.39,761543322.78,8.89,46.54
XRP,2023-12-09,3699.58,4373.6,5171.94,3661.13,497892.07,-15.41%,2996528275020.62,948321124.15,-6.01,-2.83
XRP,2023-12-10,36973.26,37230.14,37933.59,36755.24,591269.54,-0.69%,960010951273.35,356391149.74,-7.69,-43.33
BTC,2022-11-05,39851.73,39436.98,39890.14,39308.26,322490.95,1.05%,17566112829938.39,695119539.69,-13.82,28.25
LTC,2023-10-05,16619.44,17122.94,17647.89,16322.44,54472.59,-2.94%,15330566841907.72,264538937.19,12.53,15.01
ADA,2022-08-26,15282.75,15405.21,15534.95,15265.55,346565.65,-0.79%,691196526667.35,490145537.84,-16.88,2.35
ETH,2024-02-22,23236.83,23376.05,23511.43,23117.76,920769.13,-0.6%,20491677118791.83,912923628.56,-18.29,-39.67
BTC,2024-02-18,33938.37,33890.07,34196.51,33581.72,188688.21,0.14%,275004085403.88,754686406.75,-3.8,13.29
BTC,2023-07-21,42999.99,42754.04,43697.69,42322.1,383002.48,0.58%,18480734428223.12,206481171.15,-3.04,27.1
LTC,2022-08-01,40786.08,40486.76,40951.74,40123.88,455374.5,0.74%,10065815682809.64,461705185.5,-14.9,-16.01
ETH,2023-10-11,8029.61,7802.0,8338.69,7197.46,182451.53,2.92%,5309791925802.04,164012297.68,17.4,16.24
BTC,2022-09-12,19609.14,19004.17,19763.04,18694.48,865419.47,3.18%,3726387482480.48,649938209.59,5.58,-33.02
ADA,2022-10-29,23955.54,23814.58,24055.32,23101.58,897519.58,0.59%,2555161955700.69,379473334.49,-16.43,-3.61
ETH,2024-05-12,7095.97,7118.74,8040.1,6967.55,410018.58,-0.32%,6330919769484.37,282030439.27,3.07,-40.03
LTC,2023-07-06,45354.74,45114.76,45645.82,44412.1,630404.5,0.53%,29351262691573.3,404278038.04,15.71,-32.28
ETH,2022-08-15,10256.81,10649.94,11170.06,9748.48,738256.15,-3.69%,8915197797815.24,658994790.87,-16.37,1.64
LTC,2023-09-01,40358.86,40462.88,40602.91,40287.52,238845.72,-0.26%,5106429713540.57,764886360.22,-2.63,-13.93
ETH,2022-09-20,15825.53,16185.79,16385.12,15568.85,501614.7,-2.23%,5446002693822.11,974203120.93,14.26,40.14
LTC,2023-03-19,527.5,1009.47,1693.85,92.63,505477.52,-47.74%,374219757757.45,111037435.24,-2.41,-39.03
XRP,2023-11-13,49401.97,49135.83,49697.3,48573.03,382029.8,0.54%,20769108833649.0,608602016.64,-6.48,49.85
XRP,2022-10-15,26567.61,26029.71,26767.39,26003.66,808067.57,2.07%,63682013052.34,562429415.94,-19.25,-36.17
BTC,2022-07-15,15962.62,16124.7,16436.53,15930.91,57438.75,-1.01%,3679768783611.84,178161521.29,11.39,45.54
ADA,2024-02-13,33848.12,33958.28,34326.44,33539.55,49238.47,-0.32%,24949741516863.9,569393462.62,15.44,23.79
XRP,2022-10-24,38810.03,38794.75,38858.16,38158.62,892695.61,0.04%,12306342248840.45,281287754.83,-8.21,38.67
LTC,2023-11-07,20978.42,20726.14,21055.83,20459.91,449230.18,1.22%,11216755851490.26,401936558.92,-6.59,-9.64
LTC,2024-05-02,1268.51,812.19,1652.91,98.36,409135.3,56.18%,938186100291.05,827665465.77,17.14,18.24
ETH,2023-09-20,10471.04,9599.03,10591.97,8974.5,87150.42,9.08%,9757128630534.05,503106255.45,0.25,8.73
ETH,2024-03-27,24757.69,24299.33,24780.59,24051.21,125065.75,1.89%,23245706284230.89,516367309.51,8.12,49.46
BTC,2024-01-15,6750.04,6953.37,7516.31,6307.28,104844.21,-2.92%,3299442786777.72,336317663.46,15.64,-29.68
ETH,2024-01-21,28744.4,28547.62,29150.67,28452.17,992216.35,0.69%,21538537364722.52,189299689.33,8.69,-32.21
LTC,2023-02-26,39745.91,39644.24,39968.9,39198.65,550776.97,0.26%,30001499783063.27,396911987.22,-17.51,-15.65
ETH,2023-04-23,46430.2,46316.49,46905.68,45988.28,498258.48,0.25%,11410989121898.93,871396093.94,-17.64,-16.84
BTC,2023-12-14,13860.19,13876.55,14334.75,13084.7,168096.35,-0.12%,1969495162382.66,558250866.2,2.69,18.01
XRP,2024-04-28,3137.33,3473.59,3863.15,2498.27,38850.38,-9.68%,2694351654263.2,809197601.71,-1.77,-38.87
LTC,2023-04-22,14167.59,14961.5,15117.05,14160.98,331395.47,-5.31%,2211104489839.04,807695593.86,-8.05,-32.16
ADA,2022-10-27,4116.37,4004.97,4869.58,3493.04,816875.79,2.78%,2200883403317.18,778854723.77,16.29,32.14
LTC,2022-10-02,33902.0,34624.67,35186.28,33641.7,91606.97,-2.09%,8240239451076.73,203021282.16,19.59,21.76
ETH,2022-06-17,39805.29,39691.74,40067.96,39427.43,448496.07,0.29%,20685692789524.68,970475023.17,-18.46,37.36
XRP,2023-01-03,43974.02,43816.16,44553.01,43342.4,600117.78,0.36%,17418958726288.87,713827897.74,14.19,-16.31
ADA,2023-05-12,14275.96,14752.39,14915.13,14026.05,810795.66,-3.23%,13519395363081.85,353145480.05,-4.88,-19.82
LTC,2024-05-16,49115.06,49933.26,50760.97,49068.18,952867.63,-1.64%,40473068358440.86,823446717.01,17.06,-8.83
BTC,2024-04-11,28857.45,28515.38,29051.07,28299.45,985330.77,1.2%,20677967685929.3,794348432.23,10.91,31.05
ETH,2024-01-30,29281.06,29458.18,29506.53,28499.27,221666.09,-0.6%,1810079935279.18,74193448.22,5.95,9.42
ETH,2023-10-06,37830.23,37758.09,37957.37,37467.19,572229.35,0.19%,5719672837427.86,846054974.05,12.31,-49.92
ADA,2023-04-27,33000.3,32812.91,33707.26,32020.92,22058.31,0.57%,13635594993098.79,71815020.68,18.52,32.66
LTC,2022-08-30,15053.98,15089.61,15238.7,15051.26,645492.82,-0.24%,13687020652025.27,401077244.63,-2.72,32.09
ADA,2023-09-08,14391.06,14765.67,14769.89,14075.68,76872.3,-2.54%,11177451627489.39,669170645.29,11.9,-37.26
XRP,2024-01-22,8320.16,8845.27,9065.15,8297.27,50483.12,-5.94%,3377761361649.94,283700328.48,13.69,-47.37
LTC,2024-02-24,20797.11,21056.31,21257.3,20542.42,253600.79,-1.23%,690774020365.53,492954136.28,18.97,-45.23
ETH,2023-05-01,22756.83,22940.43,23124.47,22743.23,127990.09,-0.8%,17240415787636.04,330621325.6,-7.81,-35.61
ADA,2023-07-19,13252.81,13857.89,14803.14,13060.19,573161.65,-4.37%,10507750059537.35,917957314.13,-13.51,-12.0
ETH,2023-07-13,38150.39,38110.14,38238.88,37478.31,691852.74,0.11%,13859379126426.09,46960298.04,4.67,-27.23
ADA,2023-07-03,24357.09,24363.15,24934.92,24284.91,880916.38,-0.02%,7405259640455.62,319819798.61,-14.75,46.33
ADA,2024-02-12,39851.08,39492.83,40039.32,39236.42,372768.13,0.91%,1810990601341.62,216950290.45,-2.21,11.31
XRP,2022-07-20,37925.87,37597.79,38187.13,37404.59,697436.8,0.87%,10195469608966.96,371731772.83,-8.25,49.57
BTC,2023-05-22,15197.8,14304.94,15221.6,14072.34,207266.56,6.24%,10416050275292.89,122557452.07,19.36,16.48
LTC,2023-06-24,1647.18,1440.52,1974.1,1396.79,118425.33,14.35%,1325516910737.37,201792406.75,-7.98,-41.42
BTC,2023-10-14,48571.25,48772.78,49446.88,48419.86,130690.29,-0.41%,35550628101600.43,798423327.39,10.35,-32.6
LTC,2023-01-28,47434.17,47015.83,47864.8,46476.84,86910.11,0.89%,37991559499661.4,358938450.96,-9.26,-17.23
BTC,2022-10-10,22797.1,23232.64,23860.03,22726.0,768077.48,-1.87%,9156406835966.58,482635225.0,12.86,-18.84
ETH,2023-03-06,2759.14,2376.65,3066.62,2310.31,77460.67,16.09%,313971653869.85,394500213.76,-8.32,-39.28
ADA,2023-03-18,49053.6,49023.11,49932.64,48457.08,744405.12,0.06%,25716080152090.71,228103956.03,11.03,-33.69
BTC,2022-09-16,26710.47,26811.5,26956.92,26453.17,437761.26,-0.38%,4005045829831.3,598582192.63,15.2,47.17
ETH,2024-03-24,43415.08,43380.3,43715.05,43277.45,892622.59,0.08%,4475610794022.71,745271646.8,2.48,42.35
XRP,2023-11-06,30780.69,30799.68,31721.99,30306.2,620084.21,-0.06%,6450590458122.57,634257712.68,-3.84,1.22
LTC,2022-12-31,50207.85,49556.76,50460.84,49296.41,703871.12,1.31%,3380456546680.11,829062456.37,11.96,-46.18
BTC,2023-08-12,46231.61,46729.07,47010.08,45966.24,27707.32,-1.06%,33881676221168.41,638489595.93,12.63,23.07
LTC,2023-06-08,10069.02,10147.05,10540.86,9518.58,406494.33,-0.77%,6074061504410.03,545548642.72,15.37,-18.57
XRP,2022-10-13,4505.31,4726.98,4852.02,4070.57,964184.53,-4.69%,3397299551852.68,362100365.65,19.85,-41.71
ETH,2024-04-02,21391.6,21703.51,22347.77,21007.37,74311.97,-1.44%,5898838885927.67,941564472.89,-11.45,22.53
XRP,2022-05-31,7795.0,7976.34,7978.97,7404.47,59177.39,-2.27%,2887578831245.08,55244777.33,-11.02,-27.38
LTC,2023-04-04,28001.41,28333.41,28707.95,27678.76,657952.06,-1.17%,19571856089017.18,987402620.99,4.67,32.77
BTC,2023-01-24,6412.84,6582.45,6795.39,6350.34,51118.04,-2.58%,3591574368603.1,590380832.74,9.06,11.49
XRP,2024-03-16,22335.12,22550.6,22564.66,21934.2,629477.7,-0.96%,21480500823282.75,703572721.36,-11.57,11.06
ADA,2023-03-16,33534.96,33673.02,34267.85,32915.58,571192.18,-0.41%,31044112441915.06,264646633.05,6.5,23.79
LTC,2023-12-28,34821.15,35262.95,35518.64,34566.82,452209.77,-1.25%,31904561529368.55,816415505.63,-7.09,-42.38
XRP,2023-05-04,37983.28,37180.69,37990.09,36339.59,335788.37,2.16%,22381957594615.96,557679250.16,2.84,16.78
BTC,2022-06-07,15946.68,15575.29,16037.88,15058.46,504645.85,2.38%,3783862626864.94,857413409.02,0.59,28.43
LTC,2022-12-11,47211.14,47253.59,47654.97,46806.74,337673.84,-0.09%,35824827018802.43,576652797.71,4.14,10.1
LTC,2022-09-06,16891.83,17151.95,17243.12,16766.95,355186.94,-1.52%,10559212022900.27,685313252.86,9.94,-27.85
ETH,2023-12-05,48014.07,48411.59,48878.06,47935.83,690200.61,-0.82%,8320929517003.73,53165018.74,-9.96,46.62
LTC,2023-05-23,3011.88,2945.5,3615.79,2771.48,481361.31,2.25%,1629589121814.78,303537261.02,16.99,25.78
LTC,2022-08-04,49415.21,49269.46,49618.5,49249.65,626115.99,0.3%,17766221993522.7,615909022.96,7.78,-0.89
XRP,2022-10-28,12852.64,12273.93,13240.66,12160.41,386234.05,4.71%,10182553978022.89,646926321.45,3.95,-46.33
BTC,2024-04-13,728.53,733.05,1700.38,520.85,111666.15,-0.62%,559631416759.77,400843802.42,-17.77,-39.53
BTC,2022-05-30,12935.82,12955.55,13480.11,12181.02,804007.24,-0.15%,4322903827692.07,584790837.42,-9.38,-26.86
ADA,2023-01-18,22018.05,22166.13,22873.55,21487.85,52210.15,-0.67%,21392672638367.71,203751574.07,9.56,6.14
BTC,2023-11-22,48404.57,48625.08,48774.77,47909.73,545266.75,-0.45%,21011352466801.43,447258206.25,-13.12,-13.93
LTC,2023-05-04,31545.74,31349.96,31578.97,31344.49,768702.8,0.62%,29868748662714.24,136620750.98,18.96,-16.99
ADA,2022-11-04,1768.03,1066.54,1860.98,131.58,163374.64,65.77%,248248877364.67,548209311.11,-3.7,-48.13
LTC,2023-05-07,39640.62,38957.16,39721.4,38719.91,373905.71,1.75%,30517503792741.93,343011199.67,19.45,17.62
LTC,2023-05-29,3034.84,3329.26,3516.98,2382.12,801816.92,-8.84%,648203436999.02,524845392.97,4.01,43.9
ADA,2022-09-11,15493.95,16003.18,16585.91,15377.9,173840.67,-3.18%,3968903098082.92,263006464.1,-12.6,-8.14
BTC,2023-04-09,7854.71,7570.76,8426.41,7391.43,90097.64,3.75%,6258691803568.09,268805893.65,6.5,31.93
XRP,2022-12-17,9746.01,10066.33,10648.51,9073.71,797892.51,-3.18%,6856946237624.95,765592241.08,-5.38,-46.92
XRP,2023-12-22,40457.63,40452.79,40547.51,40400.57,628606.21,0.01%,8096604428975.4,4073431.17,8.42,-27.07
ADA,2023-09-28,42019.73,42074.35,42568.05,41649.17,410995.28,-0.13%,13053890936937.63,168179003.48,13.21,-37.81
ADA,2023-08-23,7952.02,8042.06,8909.91,7814.25,27600.39,-1.12%,7195196361898.01,788880297.11,-7.46,36.45
ADA,2022-12-30,15373.16,15682.31,16515.83,15191.13,214945.32,-1.97%,253877363719.55,287622362.68,-2.73,23.28
BTC,2022-12-31,42669.36,42614.29,43223.41,42481.22,947628.76,0.13%,24648505502526.08,554173952.76,10.83,40.13
XRP,2023-12-19,41163.74,41242.48,42111.56,40287.41,893710.15,-0.19%,33897893731518.06,470149957.15,8.72,-36.5
ADA,2023-06-29,32700.21,32905.39,33328.89,32595.73,957538.61,-0.62%,8535096185745.54,709787574.7,3.94,29.5
XRP,2022-12-12,33780.77,34668.17,35164.76,33726.46,908659.65,-2.56%,25075953215122.89,203290962.0,-8.3,36.39
BTC,2023-04-01,13425.31,13587.68,13738.36,13378.37,353632.44,-1.19%,11723645335091.1,593380778.56,-13.63,-39.53
LTC,2023-12-29,14561.77,14401.79,14587.51,14122.76,377383.74,1.11%,6032170536903.04,335001525.59,3.83,2.46
LTC,2022-09-07,47289.0,48046.2,48983.76,47237.16,731320.1,-1.58%,28742391574024.53,794907718.09,15.6,8.74
ETH,2022-09-19,22255.37,21320.05,22269.64,21236.43,257596.29,4.39%,17104241449705.1,344492663.91,8.98,49.44
BTC,2022-05-29,6188.29,6389.99,7213.88,5579.28,341541.62,-3.16%,3668930915779.52,919493787.07,13.75,9.24
ADA,2024-05-19,5713.46,5644.79,6262.61,5451.74,559388.41,1.22%,829414893621.47,877447605.64,-16.68,-46.73
LTC,2022-12-18,43881.44,44026.72,44596.83,43381.04,345008.01,-0.33%,4562975599929.79,725876895.82,11.34,-22.67
ETH,2022-12-26,45575.37,45655.7,46040.39,45456.72,960708.32,-0.18%,12817890980687.35,715015650.0,-11.39,0.96
ADA,2023-05-26,42465.36,42555.24,43189.89,42222.27,241135.85,-0.21%,24614987789460.36,566579349.47,2.65,16.1
LTC,2023-08-05,32266.96,32075.31,32857.26,31975.39,625304.26,0.6%,31221606175574.73,98740059.05,14.99,-19.7
ADA,2022-07-25,4331.86,4926.33,5406.51,4019.89,245634.0,-12.07%,175667174444.51,570707599.68,-1.29,4.71
ETH,2023-07-28,42989.29,43461.5,43678.98,42645.84,718919.38,-1.09%,4424059181267.93,451267425.45,17.67,-2.4
XRP,2022-12-01,40720.17,40264.34,40933.42,39661.64,409946.02,1.13%,17533214936703.06,391202795.04,-14.76,9.66
XRP,2022-09-09,40394.56,39920.22,40528.79,39574.94,283757.21,1.19%,12371673448685.05,869521550.98,19.2,-28.83
ETH,2023-03-12,28550.82,29007.89,29032.31,28192.83,733815.93,-1.58%,749935371146.44,794778165.26,1.94,-47.81
BTC,2022-07-13,20649.62,20409.84,21033.05,19956.8,901389.41,1.17%,7900496711710.55,421328544.52,11.81,-45.63
LTC,2022-07-04,3425.45,3217.98,3871.61,2543.72,624289.88,6.45%,2556283014075.03,14904033.91,5.21,13.04
ADA,2023-11-24,1686.31,1817.46,2409.53,1405.59,117217.58,-7.22%,206517047523.06,156337152.52,-10.44,-1.69
ADA,2023-02-10,20031.36,20066.88,20117.97,19536.92,873011.9,-0.18%,2622915240294.96,691380229.91,6.37,-43.36
ETH,2022-09-18,7714.53,7855.96,8728.33,7365.09,814102.51,-1.8%,4241837414589.13,552871649.11,7.89,-10.95
XRP,2023-12-27,40359.11,40458.9,40507.13,40152.18,669541.42,-0.25%,24086134635685.81,803144115.35,-6.72,14.0
ADA,2023-01-11,41798.77,42135.6,42434.48,41600.93,925467.45,-0.8%,40251606562833.0,304411991.95,14.51,-6.57
LTC,2023-06-13,15581.35,16181.11,16501.08,15340.27,104510.23,-3.71%,4674145827206.35,102473026.95,-3.66,3.39
LTC,2022-12-23,20488.95,20976.43,21441.25,20128.5,938881.68,-2.32%,8053523229130.8,67108039.27,18.05,-6.0
BTC,2022-11-06,31591.6,31973.94,32782.09,31162.49,396347.15,-1.2%,6308137736753.7,604272194.33,11.47,-8.41
LTC,2023-07-31,40274.86,40235.61,40615.43,39968.63,952636.16,0.1%,23796416193102.64,907375346.13,-18.58,46.14
ADA,2023-01-17,8127.23,8292.91,9152.31,7960.72,298955.08,-2.0%,6104417842806.76,486974070.58,5.51,-23.06
ADA,2022-12-04,12002.52,12396.93,12410.18,11679.87,308569.93,-3.18%,6320163587763.7,381633953.98,12.3,47.04
ETH,2022-06-28,8408.16,8440.15,9300.49,7918.51,978797.01,-0.38%,2640930631980.79,952257431.98,15.07,22.04
ETH,2023-02-09,49385.89,49364.63,49423.74,48504.95,174053.98,0.04%,10714223599525.26,110888323.66,1.69,-40.53
ETH,2024-02-22,39223.51,38504.52,39353.65,37656.29,328498.51,1.87%,9088319907720.85,597753894.78,-7.25,17.42
LTC,2022-08-16,45073.73,44372.42,45329.71,43771.46,193630.72,1.58%,20714508737922.98,23894245.3,-5.82,-6.5
ETH,2022-06-27,35774.73,35682.73,35859.12,35522.28,910918.67,0.26%,33102818633539.83,866976415.57,-12.05,10.52
ADA,2024-01-02,2771.7,2654.94,2884.95,2082.61,757457.12,4.4%,2251796075929.21,455356335.8,18.15,11.14
LTC,2023-11-08,16811.58,16617.39,16991.8,16486.67,541349.45,1.17%,13848458421640.09,98283592.33,-13.86,-16.2
ETH,2023-11-22,12635.92,12631.48,12983.51,12277.54,742293.51,0.04%,6573172649924.35,891332809.59,-17.47,15.63
BTC,2023-12-30,41435.4,41320.99,41741.51,40530.75,724789.3,0.28%,34654918241040.45,147467031.77,9.39,-9.16
ADA,2022-06-23,17543.41,17275.97,17554.39,17134.86,570969.72,1.55%,9588005439457.96,314259071.9,12.02,-31.15
BTC,2022-12-31,21941.09,22280.24,23003.63,21773.2,544470.07,-1.52%,15789977740051.71,927381766.55,2.23,-23.48
ADA,2023-05-30,34734.92,34786.1,35070.59,34654.69,307460.39,-0.15%,7218380006350.16,295081155.87,-18.31,-6.37
BTC,2024-04-28,8446.63,8408.98,8512.23,7989.94,276107.29,0.45%,3397038243229.46,354793812.03,-13.79,-40.87
ETH,2024-03-30,1754.94,2193.59,2586.95,1433.84,989290.66,-20.0%,885528710651.17,756618954.14,2.72,6.77
XRP,2023-01-27,10242.06,10346.38,10507.07,10162.21,87598.0,-1.01%,2381160701768.01,397954966.32,5.21,-47.24
ADA,2023-03-11,35755.46,35533.38,36424.89,34877.56,305085.66,0.62%,13688594985240.84,613609887.58,12.11,-15.13
XRP,2023-05-27,10969.53,11271.22,11852.96,10476.54,466460.57,-2.68%,2102512358948.71,289898122.88,-16.04,-49.71
ADA,2023-08-08,43648.9,43588.57,44083.87,43099.84,731389.26,0.14%,22684140522535.06,941952169.0,-13.83,-49.56
XRP,2022-08-03,43559.31,42994.57,43620.6,42299.17,187398.11,1.31%,24691663041672.77,964446584.04,-6.39,11.92
